,wsj_number_buy,wsj_consensus,wsj_URL
837,None,None,https://quotes.wsj.com/CSWI/research-ratings/
838,None,None,https://quotes.wsj.com/CSX/research-ratings/
839,None,None,https://quotes.wsj.com/CTIC/research-ratings/
840,None,None,https://quotes.wsj.com/CTIB/research-ratings/
841,None,None,https://quotes.wsj.com/CTRP/research-ratings/
842,None,None,https://quotes.wsj.com/CUE/research-ratings/
843,None,None,https://quotes.wsj.com/CUI/research-ratings/
844,None,None,https://quotes.wsj.com/CPIX/research-ratings/
845,None,None,https://quotes.wsj.com/CMLS/research-ratings/
846,None,None,https://quotes.wsj.com/CRIS/research-ratings/
847,None,None,https://quotes.wsj.com/CUTR/research-ratings/
848,None,None,https://quotes.wsj.com/CVBF/research-ratings/
849,None,None,https://quotes.wsj.com/CVV/research-ratings/
850,None,None,https://quotes.wsj.com/CYAN/research-ratings/
851,None,None,https://quotes.wsj.com/CYBR/research-ratings/
852,None,None,https://quotes.wsj.com/CYBE/research-ratings/
853,None,None,https://quotes.wsj.com/CYCC/research-ratings/
854,None,None,https://quotes.wsj.com/CYCCP/research-ratings/
855,None,None,https://quotes.wsj.com/CYCN/research-ratings/
856,None,None,https://quotes.wsj.com/CBAY/research-ratings/
857,None,None,https://quotes.wsj.com/CY/research-ratings/
858,None,None,https://quotes.wsj.com/CYRN/research-ratings/
859,None,None,https://quotes.wsj.com/CONE/research-ratings/
860,None,None,https://quotes.wsj.com/CYTK/research-ratings/
861,None,None,https://quotes.wsj.com/CTMX/research-ratings/
862,None,None,https://quotes.wsj.com/CYTX/research-ratings/
863,None,None,https://quotes.wsj.com/CYTXZ/research-ratings/
864,None,None,https://quotes.wsj.com/CTSO/research-ratings/
865,None,None,https://quotes.wsj.com/DJCO/research-ratings/
866,None,None,https://quotes.wsj.com/DAKT/research-ratings/
867,None,None,https://quotes.wsj.com/DARE/research-ratings/
868,None,None,https://quotes.wsj.com/DRIO/research-ratings/
869,None,None,https://quotes.wsj.com/DRIOW/research-ratings/
870,None,None,https://quotes.wsj.com/DZSI/research-ratings/
871,None,None,https://quotes.wsj.com/DSKE/research-ratings/
872,None,None,https://quotes.wsj.com/DSKEW/research-ratings/
873,None,None,https://quotes.wsj.com/DAIO/research-ratings/
874,None,None,https://quotes.wsj.com/DTSS/research-ratings/
875,None,None,https://quotes.wsj.com/PLAY/research-ratings/
876,None,None,https://quotes.wsj.com/DTEA/research-ratings/
877,None,None,https://quotes.wsj.com/DFNL/research-ratings/
878,None,None,https://quotes.wsj.com/DINT/research-ratings/
879,None,None,https://quotes.wsj.com/DUSA/research-ratings/
880,None,None,https://quotes.wsj.com/DWLD/research-ratings/
881,None,None,https://quotes.wsj.com/DWSN/research-ratings/
882,None,None,https://quotes.wsj.com/DBVT/research-ratings/
883,None,None,https://quotes.wsj.com/DDMX/research-ratings/
884,None,None,https://quotes.wsj.com/DDMXU/research-ratings/
885,None,None,https://quotes.wsj.com/DDMXW/research-ratings/
886,None,None,https://quotes.wsj.com/DCPH/research-ratings/
887,None,None,https://quotes.wsj.com/DFRG/research-ratings/
888,None,None,https://quotes.wsj.com/TACO/research-ratings/
889,None,None,https://quotes.wsj.com/TACOW/research-ratings/
890,None,None,https://quotes.wsj.com/DMPI/research-ratings/
891,None,None,https://quotes.wsj.com/DNLI/research-ratings/
892,None,None,https://quotes.wsj.com/DENN/research-ratings/
893,None,None,https://quotes.wsj.com/XRAY/research-ratings/
894,None,None,https://quotes.wsj.com/DERM/research-ratings/
895,None,None,https://quotes.wsj.com/DEST/research-ratings/
896,None,None,https://quotes.wsj.com/DXLG/research-ratings/
897,None,None,https://quotes.wsj.com/DSWL/research-ratings/
898,None,None,https://quotes.wsj.com/DXCM/research-ratings/
899,None,None,https://quotes.wsj.com/DFBH/research-ratings/
900,None,None,https://quotes.wsj.com/DFBHU/research-ratings/
901,None,None,https://quotes.wsj.com/DFBHW/research-ratings/
902,None,None,https://quotes.wsj.com/DHXM/research-ratings/
903,None,None,https://quotes.wsj.com/DMAC/research-ratings/
904,None,None,https://quotes.wsj.com/DEAC/research-ratings/
905,None,None,https://quotes.wsj.com/DEACU/research-ratings/
906,None,None,https://quotes.wsj.com/DEACW/research-ratings/
907,None,None,https://quotes.wsj.com/DHIL/research-ratings/
908,None,None,https://quotes.wsj.com/FANG/research-ratings/
909,None,None,https://quotes.wsj.com/DPHC/research-ratings/
910,None,None,https://quotes.wsj.com/DPHCU/research-ratings/
911,None,None,https://quotes.wsj.com/DPHCW/research-ratings/
912,None,None,https://quotes.wsj.com/DRNA/research-ratings/
913,None,None,https://quotes.wsj.com/DFFN/research-ratings/
914,None,None,https://quotes.wsj.com/DGII/research-ratings/
915,None,None,https://quotes.wsj.com/DMRC/research-ratings/
916,None,None,https://quotes.wsj.com/DRAD/research-ratings/
917,None,None,https://quotes.wsj.com/DGLY/research-ratings/
918,None,None,https://quotes.wsj.com/APPS/research-ratings/
919,None,None,https://quotes.wsj.com/DCOM/research-ratings/
920,None,None,https://quotes.wsj.com/DIOD/research-ratings/
921,None,None,https://quotes.wsj.com/DISCA/research-ratings/
922,None,None,https://quotes.wsj.com/DISCB/research-ratings/
923,None,None,https://quotes.wsj.com/DISCK/research-ratings/
924,None,None,https://quotes.wsj.com/DISH/research-ratings/
925,None,None,https://quotes.wsj.com/DVCR/research-ratings/
926,None,None,https://quotes.wsj.com/SAUC/research-ratings/
927,None,None,https://quotes.wsj.com/DLHC/research-ratings/
928,None,None,https://quotes.wsj.com/BOOM/research-ratings/
929,None,None,https://quotes.wsj.com/DNBF/research-ratings/
930,None,None,https://quotes.wsj.com/DOCU/research-ratings/
931,None,None,https://quotes.wsj.com/DOGZ/research-ratings/
932,None,None,https://quotes.wsj.com/DLTR/research-ratings/
933,None,None,https://quotes.wsj.com/DLPN/research-ratings/
934,None,None,https://quotes.wsj.com/DLPNW/research-ratings/
935,None,None,https://quotes.wsj.com/DOMO/research-ratings/
936,None,None,https://quotes.wsj.com/DGICA/research-ratings/
937,None,None,https://quotes.wsj.com/DGICB/research-ratings/
938,None,None,https://quotes.wsj.com/DMLP/research-ratings/
939,None,None,https://quotes.wsj.com/DORM/research-ratings/
940,None,None,https://quotes.wsj.com/DOYU/research-ratings/
941,None,None,https://quotes.wsj.com/DOVA/research-ratings/
942,None,None,https://quotes.wsj.com/LYL/research-ratings/
943,None,None,https://quotes.wsj.com/DBX/research-ratings/
944,None,None,https://quotes.wsj.com/DCAR/research-ratings/
945,None,None,https://quotes.wsj.com/DRYS/research-ratings/
946,None,None,https://quotes.wsj.com/DSPG/research-ratings/
947,None,None,https://quotes.wsj.com/DLTH/research-ratings/
948,None,None,https://quotes.wsj.com/DNKN/research-ratings/
949,None,None,https://quotes.wsj.com/DRRX/research-ratings/
950,None,None,https://quotes.wsj.com/DXPE/research-ratings/
951,None,None,https://quotes.wsj.com/DYAI/research-ratings/
952,None,None,https://quotes.wsj.com/DYSL/research-ratings/
953,None,None,https://quotes.wsj.com/DYNT/research-ratings/
954,None,None,https://quotes.wsj.com/DVAX/research-ratings/
955,None,None,https://quotes.wsj.com/ETFC/research-ratings/
956,None,None,https://quotes.wsj.com/SSP/research-ratings/
957,None,None,https://quotes.wsj.com/EBMT/research-ratings/
958,None,None,https://quotes.wsj.com/EGBN/research-ratings/
959,None,None,https://quotes.wsj.com/EGLE/research-ratings/
960,None,None,https://quotes.wsj.com/EFBI/research-ratings/
961,None,None,https://quotes.wsj.com/EGRX/research-ratings/
962,None,None,https://quotes.wsj.com/EWBC/research-ratings/
963,None,None,https://quotes.wsj.com/EML/research-ratings/
964,None,None,https://quotes.wsj.com/EAST/research-ratings/
965,None,None,https://quotes.wsj.com/EVGBC/research-ratings/
966,None,None,https://quotes.wsj.com/EVSTC/research-ratings/
967,None,None,https://quotes.wsj.com/EVLMC/research-ratings/
968,None,None,https://quotes.wsj.com/OKDCC/research-ratings/
969,None,None,https://quotes.wsj.com/EBAY/research-ratings/
970,None,None,https://quotes.wsj.com/EBAYL/research-ratings/
971,None,None,https://quotes.wsj.com/EBIX/research-ratings/
972,None,None,https://quotes.wsj.com/ECHO/research-ratings/
973,None,None,https://quotes.wsj.com/SATS/research-ratings/
974,None,None,https://quotes.wsj.com/EEI/research-ratings/
975,None,None,https://quotes.wsj.com/EDAP/research-ratings/
976,None,None,https://quotes.wsj.com/EDSA/research-ratings/
977,None,None,https://quotes.wsj.com/EDNT/research-ratings/
978,None,None,https://quotes.wsj.com/EDIT/research-ratings/
979,None,None,https://quotes.wsj.com/EDTX/research-ratings/
980,None,None,https://quotes.wsj.com/EDTXU/research-ratings/
981,None,None,https://quotes.wsj.com/EDTXW/research-ratings/
982,None,None,https://quotes.wsj.com/EDUC/research-ratings/
983,None,None,https://quotes.wsj.com/EGAN/research-ratings/
984,None,None,https://quotes.wsj.com/EHTH/research-ratings/
985,None,None,https://quotes.wsj.com/EIDX/research-ratings/
986,None,None,https://quotes.wsj.com/EIGR/research-ratings/
987,None,None,https://quotes.wsj.com/EKSO/research-ratings/
988,None,None,https://quotes.wsj.com/LOCO/research-ratings/
989,None,None,https://quotes.wsj.com/ESLT/research-ratings/
990,None,None,https://quotes.wsj.com/ERI/research-ratings/
991,None,None,https://quotes.wsj.com/SOLO/research-ratings/
992,None,None,https://quotes.wsj.com/SOLOW/research-ratings/
993,None,None,https://quotes.wsj.com/ECOR/research-ratings/
994,None,None,https://quotes.wsj.com/EA/research-ratings/
995,None,None,https://quotes.wsj.com/ELSE/research-ratings/
996,None,None,https://quotes.wsj.com/ESBK/research-ratings/
997,None,None,https://quotes.wsj.com/ELOX/research-ratings/
998,None,None,https://quotes.wsj.com/ELTK/research-ratings/
999,None,None,https://quotes.wsj.com/EMCI/research-ratings/
1000,None,None,https://quotes.wsj.com/EMCF/research-ratings/
1001,None,None,https://quotes.wsj.com/EMKR/research-ratings/
1002,None,None,https://quotes.wsj.com/EMMA/research-ratings/
1003,None,None,https://quotes.wsj.com/EMMAW/research-ratings/
1004,None,None,https://quotes.wsj.com/EMMS/research-ratings/
1005,None,None,https://quotes.wsj.com/NYNY/research-ratings/
1006,None,None,https://quotes.wsj.com/ENTA/research-ratings/
1007,None,None,https://quotes.wsj.com/ECPG/research-ratings/
1008,None,None,https://quotes.wsj.com/WIRE/research-ratings/
1009,None,None,https://quotes.wsj.com/ENDP/research-ratings/
1010,None,None,https://quotes.wsj.com/ELGX/research-ratings/
1011,None,None,https://quotes.wsj.com/NDRA/research-ratings/
1012,None,None,https://quotes.wsj.com/NDRAW/research-ratings/
1013,None,None,https://quotes.wsj.com/EIGI/research-ratings/
1014,None,None,https://quotes.wsj.com/WATT/research-ratings/
1015,None,None,https://quotes.wsj.com/EFOI/research-ratings/
1016,None,None,https://quotes.wsj.com/ERII/research-ratings/
1017,None,None,https://quotes.wsj.com/ENG/research-ratings/
1018,None,None,https://quotes.wsj.com/ENLV/research-ratings/
1019,None,None,https://quotes.wsj.com/ENOB/research-ratings/
1020,None,None,https://quotes.wsj.com/ENPH/research-ratings/
1021,None,None,https://quotes.wsj.com/ESGR/research-ratings/
1022,None,None,https://quotes.wsj.com/ESGRO/research-ratings/
1023,None,None,https://quotes.wsj.com/ESGRP/research-ratings/
1024,None,None,https://quotes.wsj.com/ETTX/research-ratings/
1025,None,None,https://quotes.wsj.com/ENFC/research-ratings/
1026,None,None,https://quotes.wsj.com/ENTG/research-ratings/
1027,None,None,https://quotes.wsj.com/ENTX/research-ratings/
1028,None,None,https://quotes.wsj.com/ENTXW/research-ratings/
1029,None,None,https://quotes.wsj.com/EBTC/research-ratings/
1030,None,None,https://quotes.wsj.com/EFSC/research-ratings/
1031,None,None,https://quotes.wsj.com/EVSI/research-ratings/
1032,None,None,https://quotes.wsj.com/EVSIW/research-ratings/
1033,None,None,https://quotes.wsj.com/EPZM/research-ratings/
1034,None,None,https://quotes.wsj.com/PLUS/research-ratings/
1035,None,None,https://quotes.wsj.com/EPSN/research-ratings/
1036,None,None,https://quotes.wsj.com/EQ/research-ratings/
1037,None,None,https://quotes.wsj.com/EQIX/research-ratings/
1038,None,None,https://quotes.wsj.com/EQBK/research-ratings/
1039,None,None,https://quotes.wsj.com/ERIC/research-ratings/
1040,None,None,https://quotes.wsj.com/ERIE/research-ratings/
1041,None,None,https://quotes.wsj.com/ERYP/research-ratings/
1042,None,None,https://quotes.wsj.com/ESCA/research-ratings/
1043,None,None,https://quotes.wsj.com/ESPR/research-ratings/
1044,None,None,https://quotes.wsj.com/ESQ/research-ratings/
1045,None,None,https://quotes.wsj.com/ESSA/research-ratings/
1046,None,None,https://quotes.wsj.com/EPIX/research-ratings/
1047,None,None,https://quotes.wsj.com/ESTA/research-ratings/
1048,None,None,https://quotes.wsj.com/ESTR/research-ratings/
1049,None,None,https://quotes.wsj.com/ESTRW/research-ratings/
1050,None,None,https://quotes.wsj.com/VBND/research-ratings/
1051,None,None,https://quotes.wsj.com/VUSE/research-ratings/
1052,None,None,https://quotes.wsj.com/VIDI/research-ratings/
1053,None,None,https://quotes.wsj.com/ETON/research-ratings/
1054,None,None,https://quotes.wsj.com/ETSY/research-ratings/
1055,None,None,https://quotes.wsj.com/CLWT/research-ratings/
1056,None,None,https://quotes.wsj.com/EDRY/research-ratings/
1057,None,None,https://quotes.wsj.com/EEFT/research-ratings/
1058,None,None,https://quotes.wsj.com/ESEA/research-ratings/
1059,None,None,https://quotes.wsj.com/EVLO/research-ratings/
1060,None,None,https://quotes.wsj.com/EVBG/research-ratings/
1061,None,None,https://quotes.wsj.com/EVK/research-ratings/
1062,None,None,https://quotes.wsj.com/EVER/research-ratings/
1063,None,None,https://quotes.wsj.com/MRAM/research-ratings/
1064,None,None,https://quotes.wsj.com/EVOP/research-ratings/
1065,None,None,https://quotes.wsj.com/EVFM/research-ratings/
1066,None,None,https://quotes.wsj.com/EVGN/research-ratings/
1067,None,None,https://quotes.wsj.com/EVOK/research-ratings/
1068,None,None,https://quotes.wsj.com/EOLS/research-ratings/
1069,None,None,https://quotes.wsj.com/EVOL/research-ratings/
1070,None,None,https://quotes.wsj.com/EXAS/research-ratings/
1071,None,None,https://quotes.wsj.com/FLAG/research-ratings/
1072,None,None,https://quotes.wsj.com/ROBO/research-ratings/
1073,None,None,https://quotes.wsj.com/XELA/research-ratings/
1074,None,None,https://quotes.wsj.com/EXEL/research-ratings/
1075,None,None,https://quotes.wsj.com/EXFO/research-ratings/
1076,None,None,https://quotes.wsj.com/EXLS/research-ratings/
1077,None,None,https://quotes.wsj.com/EXPI/research-ratings/
1078,None,None,https://quotes.wsj.com/EXPE/research-ratings/
1079,None,None,https://quotes.wsj.com/EXPD/research-ratings/
1080,None,None,https://quotes.wsj.com/EXPO/research-ratings/
1081,None,None,https://quotes.wsj.com/STAY/research-ratings/
1082,None,None,https://quotes.wsj.com/XOG/research-ratings/
1083,None,None,https://quotes.wsj.com/EXTR/research-ratings/
1084,None,None,https://quotes.wsj.com/EYEG/research-ratings/
1085,None,None,https://quotes.wsj.com/EYEGW/research-ratings/
1086,None,None,https://quotes.wsj.com/EYEN/research-ratings/
1087,None,None,https://quotes.wsj.com/EYPT/research-ratings/
1088,None,None,https://quotes.wsj.com/EZPW/research-ratings/
1089,None,None,https://quotes.wsj.com/FFIV/research-ratings/
1090,None,None,https://quotes.wsj.com/FB/research-ratings/
1091,None,None,https://quotes.wsj.com/FLMN/research-ratings/
1092,None,None,https://quotes.wsj.com/FLMNW/research-ratings/
1093,None,None,https://quotes.wsj.com/DAVE/research-ratings/
1094,None,None,https://quotes.wsj.com/FANH/research-ratings/
1095,None,None,https://quotes.wsj.com/FARM/research-ratings/
1096,None,None,https://quotes.wsj.com/FMAO/research-ratings/
1097,None,None,https://quotes.wsj.com/FMNB/research-ratings/
1098,None,None,https://quotes.wsj.com/FAMI/research-ratings/
1099,None,None,https://quotes.wsj.com/FARO/research-ratings/
1100,None,None,https://quotes.wsj.com/FAST/research-ratings/
1101,None,None,https://quotes.wsj.com/FAT/research-ratings/
1102,None,None,https://quotes.wsj.com/FATE/research-ratings/
1103,None,None,https://quotes.wsj.com/FBSS/research-ratings/
1104,None,None,https://quotes.wsj.com/FNHC/research-ratings/
1105,None,None,https://quotes.wsj.com/FLLCU/research-ratings/
1106,None,None,https://quotes.wsj.com/FENC/research-ratings/
1107,None,None,https://quotes.wsj.com/GSM/research-ratings/
1108,None,None,https://quotes.wsj.com/FFBW/research-ratings/
1109,None,None,https://quotes.wsj.com/FCSC/research-ratings/
1110,None,None,https://quotes.wsj.com/FGEN/research-ratings/
1111,None,None,https://quotes.wsj.com/FDBC/research-ratings/
1112,None,None,https://quotes.wsj.com/ONEQ/research-ratings/
1113,None,None,https://quotes.wsj.com/FDUS/research-ratings/
1114,None,None,https://quotes.wsj.com/FDUSL/research-ratings/
1115,None,None,https://quotes.wsj.com/FDUSZ/research-ratings/
1116,None,None,https://quotes.wsj.com/FRGI/research-ratings/
1117,None,None,https://quotes.wsj.com/FITB/research-ratings/
1118,None,None,https://quotes.wsj.com/FITBI/research-ratings/
1119,None,None,https://quotes.wsj.com/FISI/research-ratings/
1120,None,None,https://quotes.wsj.com/FNSR/research-ratings/
1121,None,None,https://quotes.wsj.com/FNJN/research-ratings/
1122,None,None,https://quotes.wsj.com/FTAC/research-ratings/
1123,None,None,https://quotes.wsj.com/FTACU/research-ratings/
1124,None,None,https://quotes.wsj.com/FTACW/research-ratings/
1125,None,None,https://quotes.wsj.com/FEYE/research-ratings/
1126,None,None,https://quotes.wsj.com/FBNC/research-ratings/
1127,None,None,https://quotes.wsj.com/FNLC/research-ratings/
1128,None,None,https://quotes.wsj.com/FRBA/research-ratings/
1129,None,None,https://quotes.wsj.com/BUSE/research-ratings/
1130,None,None,https://quotes.wsj.com/FBIZ/research-ratings/
1131,None,None,https://quotes.wsj.com/FCAP/research-ratings/
1132,None,None,https://quotes.wsj.com/FCBP/research-ratings/
1133,None,None,https://quotes.wsj.com/FCNCA/research-ratings/
1134,None,None,https://quotes.wsj.com/FCBC/research-ratings/
1135,None,None,https://quotes.wsj.com/FCCO/research-ratings/
1136,None,None,https://quotes.wsj.com/FDEF/research-ratings/
1137,None,None,https://quotes.wsj.com/FFBC/research-ratings/
1138,None,None,https://quotes.wsj.com/FFIN/research-ratings/
1139,None,None,https://quotes.wsj.com/THFF/research-ratings/
1140,None,None,https://quotes.wsj.com/FFNW/research-ratings/
1141,None,None,https://quotes.wsj.com/FFWM/research-ratings/
1142,None,None,https://quotes.wsj.com/FGBI/research-ratings/
1143,None,None,https://quotes.wsj.com/FHB/research-ratings/
1144,None,None,https://quotes.wsj.com/INBK/research-ratings/
1145,None,None,https://quotes.wsj.com/INBKL/research-ratings/
1146,None,None,https://quotes.wsj.com/INBKZ/research-ratings/
1147,None,None,https://quotes.wsj.com/FIBK/research-ratings/
1148,None,None,https://quotes.wsj.com/FRME/research-ratings/
1149,None,None,https://quotes.wsj.com/FMBH/research-ratings/
1150,None,None,https://quotes.wsj.com/FMBI/research-ratings/
1151,None,None,https://quotes.wsj.com/FXNC/research-ratings/
1152,None,None,https://quotes.wsj.com/FNWB/research-ratings/
1153,None,None,https://quotes.wsj.com/FSFG/research-ratings/
1154,None,None,https://quotes.wsj.com/FSEA/research-ratings/
1155,None,None,https://quotes.wsj.com/FSLR/research-ratings/
1156,None,None,https://quotes.wsj.com/FAAR/research-ratings/
1157,None,None,https://quotes.wsj.com/FPA/research-ratings/
1158,None,None,https://quotes.wsj.com/BICK/research-ratings/
1159,None,None,https://quotes.wsj.com/FBZ/research-ratings/
1160,None,None,https://quotes.wsj.com/FTHI/research-ratings/
1161,None,None,https://quotes.wsj.com/FCAL/research-ratings/
1162,None,None,https://quotes.wsj.com/FCAN/research-ratings/
1163,None,None,https://quotes.wsj.com/FTCS/research-ratings/
1164,None,None,https://quotes.wsj.com/FCEF/research-ratings/
1165,None,None,https://quotes.wsj.com/FCA/research-ratings/
1166,None,None,https://quotes.wsj.com/SKYY/research-ratings/
1167,None,None,https://quotes.wsj.com/RNDM/research-ratings/
1168,None,None,https://quotes.wsj.com/FDT/research-ratings/
1169,None,None,https://quotes.wsj.com/FDTS/research-ratings/
1170,None,None,https://quotes.wsj.com/FVC/research-ratings/
1171,None,None,https://quotes.wsj.com/FV/research-ratings/
1172,None,None,https://quotes.wsj.com/IFV/research-ratings/
1173,None,None,https://quotes.wsj.com/DDIV/research-ratings/
1174,None,None,https://quotes.wsj.com/DVOL/research-ratings/
1175,None,None,https://quotes.wsj.com/DVLU/research-ratings/
1176,None,None,https://quotes.wsj.com/DWPP/research-ratings/
1177,None,None,https://quotes.wsj.com/DALI/research-ratings/
1178,None,None,https://quotes.wsj.com/FDNI/research-ratings/
1179,None,None,https://quotes.wsj.com/FEM/research-ratings/
1180,None,None,https://quotes.wsj.com/RNEM/research-ratings/
1181,None,None,https://quotes.wsj.com/FEMB/research-ratings/
1182,None,None,https://quotes.wsj.com/FEMS/research-ratings/
1183,None,None,https://quotes.wsj.com/FTSM/research-ratings/
1184,None,None,https://quotes.wsj.com/FEP/research-ratings/
1185,None,None,https://quotes.wsj.com/FEUZ/research-ratings/
1186,None,None,https://quotes.wsj.com/FGM/research-ratings/
1187,None,None,https://quotes.wsj.com/FTGC/research-ratings/
1188,None,None,https://quotes.wsj.com/FTLB/research-ratings/
1189,None,None,https://quotes.wsj.com/HYLS/research-ratings/
1190,None,None,https://quotes.wsj.com/FHK/research-ratings/
1191,None,None,https://quotes.wsj.com/NFTY/research-ratings/
1192,None,None,https://quotes.wsj.com/FTAG/research-ratings/
1193,None,None,https://quotes.wsj.com/FTRI/research-ratings/
1194,None,None,https://quotes.wsj.com/LEGR/research-ratings/
1195,None,None,https://quotes.wsj.com/NXTG/research-ratings/
1196,None,None,https://quotes.wsj.com/FPXI/research-ratings/
1197,None,None,https://quotes.wsj.com/FPXE/research-ratings/
1198,None,None,https://quotes.wsj.com/FJP/research-ratings/
1199,None,None,https://quotes.wsj.com/FEX/research-ratings/
1200,None,None,https://quotes.wsj.com/FTC/research-ratings/
1201,None,None,https://quotes.wsj.com/RNLC/research-ratings/
1202,None,None,https://quotes.wsj.com/FTA/research-ratings/
1203,None,None,https://quotes.wsj.com/FLN/research-ratings/
1204,None,None,https://quotes.wsj.com/LMBS/research-ratings/
1205,None,None,https://quotes.wsj.com/LDSF/research-ratings/
1206,None,None,https://quotes.wsj.com/FMB/research-ratings/
1207,None,None,https://quotes.wsj.com/FMK/research-ratings/
1208,None,None,https://quotes.wsj.com/FNX/research-ratings/
1209,None,None,https://quotes.wsj.com/FNY/research-ratings/
1210,None,None,https://quotes.wsj.com/RNMC/research-ratings/
1211,None,None,https://quotes.wsj.com/FNK/research-ratings/
1212,None,None,https://quotes.wsj.com/FAD/research-ratings/
1213,None,None,https://quotes.wsj.com/FAB/research-ratings/
1214,None,None,https://quotes.wsj.com/MDIV/research-ratings/
1215,None,None,https://quotes.wsj.com/MCEF/research-ratings/
1216,None,None,https://quotes.wsj.com/FMHI/research-ratings/
1217,None,None,https://quotes.wsj.com/QABA/research-ratings/
1218,None,None,https://quotes.wsj.com/ROBT/research-ratings/
1219,None,None,https://quotes.wsj.com/FTXO/research-ratings/
1220,None,None,https://quotes.wsj.com/QCLN/research-ratings/
1221,None,None,https://quotes.wsj.com/GRID/research-ratings/
1222,None,None,https://quotes.wsj.com/CIBR/research-ratings/
1223,None,None,https://quotes.wsj.com/FTXG/research-ratings/
1224,None,None,https://quotes.wsj.com/CARZ/research-ratings/
1225,None,None,https://quotes.wsj.com/FTXN/research-ratings/
1226,None,None,https://quotes.wsj.com/FTXH/research-ratings/
1227,None,None,https://quotes.wsj.com/FTXD/research-ratings/
1228,None,None,https://quotes.wsj.com/FTXL/research-ratings/
1229,None,None,https://quotes.wsj.com/TDIV/research-ratings/
1230,None,None,https://quotes.wsj.com/FTXR/research-ratings/
1231,None,None,https://quotes.wsj.com/QQEW/research-ratings/
1232,None,None,https://quotes.wsj.com/QQXT/research-ratings/
1233,None,None,https://quotes.wsj.com/QTEC/research-ratings/
1234,None,None,https://quotes.wsj.com/AIRR/research-ratings/
1235,None,None,https://quotes.wsj.com/RDVY/research-ratings/
1236,None,None,https://quotes.wsj.com/RFAP/research-ratings/
1237,None,None,https://quotes.wsj.com/RFDI/research-ratings/
1238,None,None,https://quotes.wsj.com/RFEM/research-ratings/
1239,None,None,https://quotes.wsj.com/RFEU/research-ratings/
1240,None,None,https://quotes.wsj.com/FID/research-ratings/
1241,None,None,https://quotes.wsj.com/FTSL/research-ratings/
1242,None,None,https://quotes.wsj.com/FYX/research-ratings/
1243,None,None,https://quotes.wsj.com/FYC/research-ratings/
1244,None,None,https://quotes.wsj.com/RNSC/research-ratings/
1245,None,None,https://quotes.wsj.com/FYT/research-ratings/
1246,None,None,https://quotes.wsj.com/SDVY/research-ratings/
1247,None,None,https://quotes.wsj.com/FKO/research-ratings/
1248,None,None,https://quotes.wsj.com/FCVT/research-ratings/
1249,None,None,https://quotes.wsj.com/FDIV/research-ratings/
1250,None,None,https://quotes.wsj.com/FSZ/research-ratings/
1251,None,None,https://quotes.wsj.com/FIXD/research-ratings/
1252,None,None,https://quotes.wsj.com/TUSA/research-ratings/
1253,None,None,https://quotes.wsj.com/FKU/research-ratings/
1254,None,None,https://quotes.wsj.com/RNDV/research-ratings/
1255,None,None,https://quotes.wsj.com/FUNC/research-ratings/
1256,None,None,https://quotes.wsj.com/FUSB/research-ratings/
1257,None,None,https://quotes.wsj.com/MYFW/research-ratings/
1258,None,None,https://quotes.wsj.com/FCFS/research-ratings/
1259,None,None,https://quotes.wsj.com/SVVC/research-ratings/
1260,None,None,https://quotes.wsj.com/FSV/research-ratings/
1261,None,None,https://quotes.wsj.com/FISV/research-ratings/
1262,None,None,https://quotes.wsj.com/FIVE/research-ratings/
1263,None,None,https://quotes.wsj.com/FPRX/research-ratings/
1264,None,None,https://quotes.wsj.com/FVE/research-ratings/
1265,None,None,https://quotes.wsj.com/FIVN/research-ratings/
1266,None,None,https://quotes.wsj.com/FLEX/research-ratings/
1267,None,None,https://quotes.wsj.com/FLXN/research-ratings/
1268,None,None,https://quotes.wsj.com/SKOR/research-ratings/
1269,None,None,https://quotes.wsj.com/LKOR/research-ratings/
1270,None,None,https://quotes.wsj.com/MBSD/research-ratings/
1271,None,None,https://quotes.wsj.com/ASET/research-ratings/
1272,None,None,https://quotes.wsj.com/ESGG/research-ratings/
1273,None,None,https://quotes.wsj.com/ESG/research-ratings/
1274,None,None,https://quotes.wsj.com/QLC/research-ratings/
1275,None,None,https://quotes.wsj.com/FPAY/research-ratings/
1276,None,None,https://quotes.wsj.com/FPAYW/research-ratings/
1277,None,None,https://quotes.wsj.com/FLXS/research-ratings/
1278,None,None,https://quotes.wsj.com/FLIR/research-ratings/
1279,None,None,https://quotes.wsj.com/FLNT/research-ratings/
1280,None,None,https://quotes.wsj.com/FLDM/research-ratings/
1281,None,None,https://quotes.wsj.com/FFIC/research-ratings/
1282,None,None,https://quotes.wsj.com/FNCB/research-ratings/
1283,None,None,https://quotes.wsj.com/FOMX/research-ratings/
1284,None,None,https://quotes.wsj.com/FOCS/research-ratings/
1285,None,None,https://quotes.wsj.com/FONR/research-ratings/
1286,None,None,https://quotes.wsj.com/FSCT/research-ratings/
1287,None,None,https://quotes.wsj.com/FRSX/research-ratings/
1288,None,None,https://quotes.wsj.com/FORM/research-ratings/
1289,None,None,https://quotes.wsj.com/FORTY/research-ratings/
1290,None,None,https://quotes.wsj.com/FORR/research-ratings/
1291,None,None,https://quotes.wsj.com/FRTA/research-ratings/
1292,None,None,https://quotes.wsj.com/FTNT/research-ratings/
1293,None,None,https://quotes.wsj.com/FBIO/research-ratings/
