,zacks_consensus,zacks_URL
525,None,https://www.zacks.com/stock/quote/CGO
526,None,https://www.zacks.com/stock/quote/CSQ
527,Neutral,https://www.zacks.com/stock/quote/CAMP
528,Strong Sell,https://www.zacks.com/stock/quote/CVGW
529,Neutral,https://www.zacks.com/stock/quote/CALA
530,Neutral,https://www.zacks.com/stock/quote/CALM
531,Strong Sell,https://www.zacks.com/stock/quote/CLMT
532,Buy,https://www.zacks.com/stock/quote/CLXT
533,Buy,https://www.zacks.com/stock/quote/CMBM
534,Strong Buy,https://www.zacks.com/stock/quote/CATC
535,Buy,https://www.zacks.com/stock/quote/CAC
536,Neutral,https://www.zacks.com/stock/quote/CAMT
537,Buy,https://www.zacks.com/stock/quote/CSIQ
538,None,https://www.zacks.com/stock/quote/CGIX
539,None,https://www.zacks.com/stock/quote/CPHC
540,Buy,https://www.zacks.com/stock/quote/CBNK
541,Strong Buy,https://www.zacks.com/stock/quote/CCBG
542,Strong Buy,https://www.zacks.com/stock/quote/CPLP
543,Neutral,https://www.zacks.com/stock/quote/CSWC
544,None,https://www.zacks.com/stock/quote/CSWCL
545,Neutral,https://www.zacks.com/stock/quote/CPTA
546,None,https://www.zacks.com/stock/quote/CPTAG
547,None,https://www.zacks.com/stock/quote/CPTAL
548,Neutral,https://www.zacks.com/stock/quote/CFFN
549,None,https://www.zacks.com/stock/quote/CAPR
550,Strong Buy,https://www.zacks.com/stock/quote/CSTR
551,Strong Sell,https://www.zacks.com/stock/quote/CPST
552,Buy,https://www.zacks.com/stock/quote/CARA
553,None,https://www.zacks.com/stock/quote/CBLK
554,None,https://www.zacks.com/stock/quote/CARB
555,Neutral,https://www.zacks.com/stock/quote/CSII
556,Sell,https://www.zacks.com/stock/quote/CDLX
557,Neutral,https://www.zacks.com/stock/quote/CATM
558,Buy,https://www.zacks.com/stock/quote/CDNA
559,None,https://www.zacks.com/stock/quote/CECO
560,Neutral,https://www.zacks.com/stock/quote/CTRE
561,Neutral,https://www.zacks.com/stock/quote/CARG
562,None,https://www.zacks.com/stock/quote/CARO
563,None,https://www.zacks.com/stock/quote/CART
564,None,https://www.zacks.com/stock/quote/CRZO
565,Sell,https://www.zacks.com/stock/quote/TAST
566,Neutral,https://www.zacks.com/stock/quote/CARE
567,None,https://www.zacks.com/stock/quote/CARV
568,Neutral,https://www.zacks.com/stock/quote/CASA
569,Neutral,https://www.zacks.com/stock/quote/CWST
570,Strong Buy,https://www.zacks.com/stock/quote/CASY
571,None,https://www.zacks.com/stock/quote/CASI
572,None,https://www.zacks.com/stock/quote/CASS
573,Buy,https://www.zacks.com/stock/quote/SAVA
574,Sell,https://www.zacks.com/stock/quote/CSTL
575,None,https://www.zacks.com/stock/quote/CTRM
576,Neutral,https://www.zacks.com/stock/quote/CATB
577,Buy,https://www.zacks.com/stock/quote/CBIO
578,Neutral,https://www.zacks.com/stock/quote/CPRX
579,None,https://www.zacks.com/stock/quote/CATS
580,Neutral,https://www.zacks.com/stock/quote/CATY
581,Buy,https://www.zacks.com/stock/quote/CVCO
582,Sell,https://www.zacks.com/stock/quote/CBFV
583,None,https://www.zacks.com/stock/quote/CBAT
584,None,https://www.zacks.com/stock/quote/CBMB
585,Neutral,https://www.zacks.com/stock/quote/CBOE
586,Neutral,https://www.zacks.com/stock/quote/CBTX
587,Neutral,https://www.zacks.com/stock/quote/CDK
588,Buy,https://www.zacks.com/stock/quote/CDW
589,Sell,https://www.zacks.com/stock/quote/CECE
590,Sell,https://www.zacks.com/stock/quote/CELC
591,None,https://www.zacks.com/stock/quote/CELG
592,None,https://www.zacks.com/stock/quote/CELGZ
593,Neutral,https://www.zacks.com/stock/quote/CLDX
594,None,https://www.zacks.com/stock/quote/APOP
595,None,https://www.zacks.com/stock/quote/APOPW
596,Neutral,https://www.zacks.com/stock/quote/CLRB
597,None,https://www.zacks.com/stock/quote/CLRBW
598,None,https://www.zacks.com/stock/quote/CLRBZ
599,Neutral,https://www.zacks.com/stock/quote/CLLS
600,None,https://www.zacks.com/stock/quote/CBMG
601,Neutral,https://www.zacks.com/stock/quote/CLSN
602,Neutral,https://www.zacks.com/stock/quote/CELH
603,Sell,https://www.zacks.com/stock/quote/CYAD
604,None,https://www.zacks.com/stock/quote/CETX
605,None,https://www.zacks.com/stock/quote/CETXP
606,None,https://www.zacks.com/stock/quote/CETXW
607,Neutral,https://www.zacks.com/stock/quote/CDEV
608,None,https://www.zacks.com/stock/quote/CSFL
609,None,https://www.zacks.com/stock/quote/CETV
610,Neutral,https://www.zacks.com/stock/quote/CFBK
611,Buy,https://www.zacks.com/stock/quote/CENT
612,Buy,https://www.zacks.com/stock/quote/CENTA
613,Neutral,https://www.zacks.com/stock/quote/CVCY
614,None,https://www.zacks.com/stock/quote/CTRC
615,Sell,https://www.zacks.com/stock/quote/CENX
616,None,https://www.zacks.com/stock/quote/CNBKA
617,Neutral,https://www.zacks.com/stock/quote/CNTY
618,Buy,https://www.zacks.com/stock/quote/CRNT
619,None,https://www.zacks.com/stock/quote/CERC
620,Neutral,https://www.zacks.com/stock/quote/CERN
621,Buy,https://www.zacks.com/stock/quote/CERS
622,None,https://www.zacks.com/stock/quote/KOOL
623,Neutral,https://www.zacks.com/stock/quote/CEVA
624,None,https://www.zacks.com/stock/quote/CFFA
625,None,https://www.zacks.com/stock/quote/CFFAU
626,None,https://www.zacks.com/stock/quote/CFFAW
627,None,https://www.zacks.com/stock/quote/CSBR
628,Buy,https://www.zacks.com/stock/quote/CHNG
629,None,https://www.zacks.com/stock/quote/CHNGU
630,None,https://www.zacks.com/stock/quote/CYOU
631,None,https://www.zacks.com/stock/quote/BURG
632,Buy,https://www.zacks.com/stock/quote/CTHR
633,Neutral,https://www.zacks.com/stock/quote/GTLS
634,Neutral,https://www.zacks.com/stock/quote/CHTR
635,None,https://www.zacks.com/stock/quote/CTAC
636,None,https://www.zacks.com/stock/quote/CTACU
637,None,https://www.zacks.com/stock/quote/CTACW
638,Neutral,https://www.zacks.com/stock/quote/CHKP
639,Neutral,https://www.zacks.com/stock/quote/CHEK
640,None,https://www.zacks.com/stock/quote/CHEKW
641,None,https://www.zacks.com/stock/quote/CHEKZ
642,None,https://www.zacks.com/stock/quote/CKPT
643,Sell,https://www.zacks.com/stock/quote/CEMI
644,None,https://www.zacks.com/stock/quote/CHFC
645,Neutral,https://www.zacks.com/stock/quote/CCXI
646,Strong Buy,https://www.zacks.com/stock/quote/CHMG
647,Neutral,https://www.zacks.com/stock/quote/CHFS
648,Neutral,https://www.zacks.com/stock/quote/CHMA
649,None,https://www.zacks.com/stock/quote/CSSE
650,None,https://www.zacks.com/stock/quote/CSSEP
651,Neutral,https://www.zacks.com/stock/quote/PLCE
652,Sell,https://www.zacks.com/stock/quote/CMRX
653,Neutral,https://www.zacks.com/stock/quote/CAAS
654,Strong Sell,https://www.zacks.com/stock/quote/CBPO
655,None,https://www.zacks.com/stock/quote/CCCL
656,None,https://www.zacks.com/stock/quote/CCRC
657,None,https://www.zacks.com/stock/quote/JRJC
658,None,https://www.zacks.com/stock/quote/HGSH
659,None,https://www.zacks.com/stock/quote/CIH
660,None,https://www.zacks.com/stock/quote/CIFS
661,None,https://www.zacks.com/stock/quote/CJJD
662,None,https://www.zacks.com/stock/quote/CLDC
663,None,https://www.zacks.com/stock/quote/CHNR
664,None,https://www.zacks.com/stock/quote/CREG
665,None,https://www.zacks.com/stock/quote/SXTC
666,None,https://www.zacks.com/stock/quote/CNTF
667,None,https://www.zacks.com/stock/quote/CXDC
668,None,https://www.zacks.com/stock/quote/CCIH
669,None,https://www.zacks.com/stock/quote/CNET
670,None,https://www.zacks.com/stock/quote/IMOS
671,Neutral,https://www.zacks.com/stock/quote/CDXC
672,None,https://www.zacks.com/stock/quote/CHSCL
673,None,https://www.zacks.com/stock/quote/CHSCM
674,None,https://www.zacks.com/stock/quote/CHSCN
675,None,https://www.zacks.com/stock/quote/CHSCO
676,None,https://www.zacks.com/stock/quote/CHSCP
677,Sell,https://www.zacks.com/stock/quote/CHDN
678,Neutral,https://www.zacks.com/stock/quote/CHUY
679,Neutral,https://www.zacks.com/stock/quote/CDTX
680,Neutral,https://www.zacks.com/stock/quote/CMCT
681,None,https://www.zacks.com/stock/quote/CMCTP
682,Sell,https://www.zacks.com/stock/quote/CMPR
683,Sell,https://www.zacks.com/stock/quote/CINF
684,None,https://www.zacks.com/stock/quote/CIDM
685,Neutral,https://www.zacks.com/stock/quote/CTAS
686,Strong Buy,https://www.zacks.com/stock/quote/CRUS
687,Neutral,https://www.zacks.com/stock/quote/CSCO
688,None,https://www.zacks.com/stock/quote/CTRN
689,Sell,https://www.zacks.com/stock/quote/CTXR
690,None,https://www.zacks.com/stock/quote/CTXRW
691,Buy,https://www.zacks.com/stock/quote/CZNC
692,Neutral,https://www.zacks.com/stock/quote/CZWI
693,None,https://www.zacks.com/stock/quote/CIZN
694,Neutral,https://www.zacks.com/stock/quote/CTXS
695,Buy,https://www.zacks.com/stock/quote/CHCO
696,Neutral,https://www.zacks.com/stock/quote/CIVB
697,None,https://www.zacks.com/stock/quote/CIVBP
698,Neutral,https://www.zacks.com/stock/quote/CLAR
699,Sell,https://www.zacks.com/stock/quote/CLNE
700,None,https://www.zacks.com/stock/quote/CACG
701,None,https://www.zacks.com/stock/quote/YLDE
702,None,https://www.zacks.com/stock/quote/LRGE
703,Buy,https://www.zacks.com/stock/quote/CLFD
704,None,https://www.zacks.com/stock/quote/CLRO
705,Buy,https://www.zacks.com/stock/quote/CLSD
706,Neutral,https://www.zacks.com/stock/quote/CLIR
707,None,https://www.zacks.com/stock/quote/CBLI
708,Neutral,https://www.zacks.com/stock/quote/CLVS
709,None,https://www.zacks.com/stock/quote/CLPS
710,None,https://www.zacks.com/stock/quote/CMFN
711,None,https://www.zacks.com/stock/quote/CMFNL
712,Strong Sell,https://www.zacks.com/stock/quote/CME
713,Buy,https://www.zacks.com/stock/quote/CCNE
714,None,https://www.zacks.com/stock/quote/CCB
715,None,https://www.zacks.com/stock/quote/COKE
716,Neutral,https://www.zacks.com/stock/quote/COCP
717,None,https://www.zacks.com/stock/quote/CODA
718,Neutral,https://www.zacks.com/stock/quote/CDXS
719,Sell,https://www.zacks.com/stock/quote/CODX
720,None,https://www.zacks.com/stock/quote/CVLY
721,None,https://www.zacks.com/stock/quote/JVA
722,Strong Sell,https://www.zacks.com/stock/quote/CCOI
723,Neutral,https://www.zacks.com/stock/quote/CGNX
724,Neutral,https://www.zacks.com/stock/quote/CTSH
725,Neutral,https://www.zacks.com/stock/quote/CWBR
726,Strong Sell,https://www.zacks.com/stock/quote/COHR
727,Sell,https://www.zacks.com/stock/quote/CHRS
728,Buy,https://www.zacks.com/stock/quote/COHU
729,None,https://www.zacks.com/stock/quote/CLCT
730,Neutral,https://www.zacks.com/stock/quote/COLL
731,Neutral,https://www.zacks.com/stock/quote/CIGI
732,Sell,https://www.zacks.com/stock/quote/CLGN
733,None,https://www.zacks.com/stock/quote/CBAN
734,Strong Buy,https://www.zacks.com/stock/quote/COLB
735,Buy,https://www.zacks.com/stock/quote/CLBK
736,Sell,https://www.zacks.com/stock/quote/COLM
737,Sell,https://www.zacks.com/stock/quote/CMCO
738,Neutral,https://www.zacks.com/stock/quote/CMCSA
739,None,https://www.zacks.com/stock/quote/CCNI
740,Strong Buy,https://www.zacks.com/stock/quote/CBSH
741,None,https://www.zacks.com/stock/quote/CBSHP
742,Buy,https://www.zacks.com/stock/quote/CVGI
743,Sell,https://www.zacks.com/stock/quote/COMM
744,Neutral,https://www.zacks.com/stock/quote/JCS
745,None,https://www.zacks.com/stock/quote/ESXB
746,None,https://www.zacks.com/stock/quote/CFBI
747,Buy,https://www.zacks.com/stock/quote/CTBI
748,None,https://www.zacks.com/stock/quote/CWBC
749,Neutral,https://www.zacks.com/stock/quote/CVLT
750,Neutral,https://www.zacks.com/stock/quote/CGEN
751,Neutral,https://www.zacks.com/stock/quote/CPSI
752,Buy,https://www.zacks.com/stock/quote/CTG
753,Buy,https://www.zacks.com/stock/quote/SCOR
754,None,https://www.zacks.com/stock/quote/CHCI
755,Sell,https://www.zacks.com/stock/quote/CMTL
756,None,https://www.zacks.com/stock/quote/CNAT
757,Neutral,https://www.zacks.com/stock/quote/CNCE
758,Strong Sell,https://www.zacks.com/stock/quote/BBCP
759,Strong Sell,https://www.zacks.com/stock/quote/CDOR
760,Neutral,https://www.zacks.com/stock/quote/CFMS
761,Strong Sell,https://www.zacks.com/stock/quote/CNFR
762,None,https://www.zacks.com/stock/quote/CNFRL
763,Neutral,https://www.zacks.com/stock/quote/CNMD
764,None,https://www.zacks.com/stock/quote/CTWS
765,Buy,https://www.zacks.com/stock/quote/CNOB
766,Buy,https://www.zacks.com/stock/quote/CONN
767,None,https://www.zacks.com/stock/quote/CNSL
768,Neutral,https://www.zacks.com/stock/quote/CWCO
769,None,https://www.zacks.com/stock/quote/CNAC
770,None,https://www.zacks.com/stock/quote/CNACR
771,None,https://www.zacks.com/stock/quote/CNACU
772,None,https://www.zacks.com/stock/quote/CNACW
773,Neutral,https://www.zacks.com/stock/quote/CNST
774,Buy,https://www.zacks.com/stock/quote/ROAD
775,Sell,https://www.zacks.com/stock/quote/CPSS
776,None,https://www.zacks.com/stock/quote/CFRX
777,None,https://www.zacks.com/stock/quote/CTRL
778,None,https://www.zacks.com/stock/quote/CPAAU
779,None,https://www.zacks.com/stock/quote/AWSM
780,Buy,https://www.zacks.com/stock/quote/CPRT
781,Neutral,https://www.zacks.com/stock/quote/CRBP
782,Sell,https://www.zacks.com/stock/quote/CORT
783,Neutral,https://www.zacks.com/stock/quote/CORE
784,Neutral,https://www.zacks.com/stock/quote/CSOD
785,None,https://www.zacks.com/stock/quote/CORV
786,Neutral,https://www.zacks.com/stock/quote/CRTX
787,None,https://www.zacks.com/stock/quote/CLDB
788,None,https://www.zacks.com/stock/quote/CRVL
789,Neutral,https://www.zacks.com/stock/quote/CRVS
790,Neutral,https://www.zacks.com/stock/quote/CSGP
791,Neutral,https://www.zacks.com/stock/quote/COST
792,None,https://www.zacks.com/stock/quote/CPAH
793,Strong Buy,https://www.zacks.com/stock/quote/ICBK
794,Sell,https://www.zacks.com/stock/quote/COUP
795,None,https://www.zacks.com/stock/quote/CVTI
796,Buy,https://www.zacks.com/stock/quote/CVET
797,Buy,https://www.zacks.com/stock/quote/COWN
798,None,https://www.zacks.com/stock/quote/COWNL
799,None,https://www.zacks.com/stock/quote/COWNZ
800,None,https://www.zacks.com/stock/quote/PMTS
801,None,https://www.zacks.com/stock/quote/CPSH
802,Buy,https://www.zacks.com/stock/quote/CRAI
803,Sell,https://www.zacks.com/stock/quote/CBRL
804,None,https://www.zacks.com/stock/quote/BREW
805,None,https://www.zacks.com/stock/quote/CRAY
806,None,https://www.zacks.com/stock/quote/CREX
807,None,https://www.zacks.com/stock/quote/CREXW
808,Buy,https://www.zacks.com/stock/quote/CACC
809,None,https://www.zacks.com/stock/quote/DGLD
810,None,https://www.zacks.com/stock/quote/DSLV
811,None,https://www.zacks.com/stock/quote/GLDI
812,None,https://www.zacks.com/stock/quote/SLVO
813,None,https://www.zacks.com/stock/quote/TVIX
814,None,https://www.zacks.com/stock/quote/UGLD
815,None,https://www.zacks.com/stock/quote/USLV
816,None,https://www.zacks.com/stock/quote/USOI
817,None,https://www.zacks.com/stock/quote/VIIX
818,None,https://www.zacks.com/stock/quote/ZIV
819,Sell,https://www.zacks.com/stock/quote/CREE
820,None,https://www.zacks.com/stock/quote/CRSA
821,None,https://www.zacks.com/stock/quote/CRSAU
822,None,https://www.zacks.com/stock/quote/CRSAW
823,None,https://www.zacks.com/stock/quote/CRESY
824,Sell,https://www.zacks.com/stock/quote/CRNX
825,Sell,https://www.zacks.com/stock/quote/CRSP
826,Strong Buy,https://www.zacks.com/stock/quote/CRTO
827,Strong Buy,https://www.zacks.com/stock/quote/CROX
828,Neutral,https://www.zacks.com/stock/quote/CRON
829,Buy,https://www.zacks.com/stock/quote/CCRN
830,Neutral,https://www.zacks.com/stock/quote/CRWD
831,None,https://www.zacks.com/stock/quote/CRWS
832,Sell,https://www.zacks.com/stock/quote/CYRX
833,None,https://www.zacks.com/stock/quote/CYRXW
834,Neutral,https://www.zacks.com/stock/quote/CSGS
835,Strong Sell,https://www.zacks.com/stock/quote/CCLP
836,None,https://www.zacks.com/stock/quote/CSPI
837,None,https://www.zacks.com/stock/quote/CSWI
838,Neutral,https://www.zacks.com/stock/quote/CSX
839,Neutral,https://www.zacks.com/stock/quote/CTIC
840,None,https://www.zacks.com/stock/quote/CTIB
841,None,https://www.zacks.com/stock/quote/CTRP
842,Neutral,https://www.zacks.com/stock/quote/CUE
843,None,https://www.zacks.com/stock/quote/CUI
844,Neutral,https://www.zacks.com/stock/quote/CPIX
845,Neutral,https://www.zacks.com/stock/quote/CMLS
846,Sell,https://www.zacks.com/stock/quote/CRIS
847,Buy,https://www.zacks.com/stock/quote/CUTR
848,Neutral,https://www.zacks.com/stock/quote/CVBF
849,None,https://www.zacks.com/stock/quote/CVV
850,None,https://www.zacks.com/stock/quote/CYAN
851,Neutral,https://www.zacks.com/stock/quote/CYBR
852,Neutral,https://www.zacks.com/stock/quote/CYBE
853,Neutral,https://www.zacks.com/stock/quote/CYCC
854,None,https://www.zacks.com/stock/quote/CYCCP
855,None,https://www.zacks.com/stock/quote/CYCN
856,Neutral,https://www.zacks.com/stock/quote/CBAY
857,None,https://www.zacks.com/stock/quote/CY
858,None,https://www.zacks.com/stock/quote/CYRN
859,Sell,https://www.zacks.com/stock/quote/CONE
860,Neutral,https://www.zacks.com/stock/quote/CYTK
861,Neutral,https://www.zacks.com/stock/quote/CTMX
862,None,https://www.zacks.com/stock/quote/CYTX
863,None,https://www.zacks.com/stock/quote/CYTXZ
864,None,https://www.zacks.com/stock/quote/CTSO
865,None,https://www.zacks.com/stock/quote/DJCO
866,None,https://www.zacks.com/stock/quote/DAKT
867,Neutral,https://www.zacks.com/stock/quote/DARE
868,None,https://www.zacks.com/stock/quote/DRIO
869,None,https://www.zacks.com/stock/quote/DRIOW
870,Neutral,https://www.zacks.com/stock/quote/DZSI
871,Sell,https://www.zacks.com/stock/quote/DSKE
872,None,https://www.zacks.com/stock/quote/DSKEW
873,None,https://www.zacks.com/stock/quote/DAIO
874,None,https://www.zacks.com/stock/quote/DTSS
875,Sell,https://www.zacks.com/stock/quote/PLAY
876,None,https://www.zacks.com/stock/quote/DTEA
877,None,https://www.zacks.com/stock/quote/DFNL
878,None,https://www.zacks.com/stock/quote/DINT
879,None,https://www.zacks.com/stock/quote/DUSA
880,None,https://www.zacks.com/stock/quote/DWLD
881,None,https://www.zacks.com/stock/quote/DWSN
882,Neutral,https://www.zacks.com/stock/quote/DBVT
883,None,https://www.zacks.com/stock/quote/DDMX
884,None,https://www.zacks.com/stock/quote/DDMXU
885,None,https://www.zacks.com/stock/quote/DDMXW
886,Neutral,https://www.zacks.com/stock/quote/DCPH
887,None,https://www.zacks.com/stock/quote/DFRG
888,Buy,https://www.zacks.com/stock/quote/TACO
889,None,https://www.zacks.com/stock/quote/TACOW
890,None,https://www.zacks.com/stock/quote/DMPI
891,Sell,https://www.zacks.com/stock/quote/DNLI
892,Neutral,https://www.zacks.com/stock/quote/DENN
893,Neutral,https://www.zacks.com/stock/quote/XRAY
894,None,https://www.zacks.com/stock/quote/DERM
895,None,https://www.zacks.com/stock/quote/DEST
896,None,https://www.zacks.com/stock/quote/DXLG
897,None,https://www.zacks.com/stock/quote/DSWL
898,Neutral,https://www.zacks.com/stock/quote/DXCM
899,None,https://www.zacks.com/stock/quote/DFBH
900,None,https://www.zacks.com/stock/quote/DFBHU
901,None,https://www.zacks.com/stock/quote/DFBHW
902,None,https://www.zacks.com/stock/quote/DHXM
903,None,https://www.zacks.com/stock/quote/DMAC
904,None,https://www.zacks.com/stock/quote/DEAC
905,None,https://www.zacks.com/stock/quote/DEACU
906,None,https://www.zacks.com/stock/quote/DEACW
907,None,https://www.zacks.com/stock/quote/DHIL
908,Neutral,https://www.zacks.com/stock/quote/FANG
909,None,https://www.zacks.com/stock/quote/DPHC
910,None,https://www.zacks.com/stock/quote/DPHCU
911,None,https://www.zacks.com/stock/quote/DPHCW
912,Strong Sell,https://www.zacks.com/stock/quote/DRNA
913,None,https://www.zacks.com/stock/quote/DFFN
914,Neutral,https://www.zacks.com/stock/quote/DGII
915,None,https://www.zacks.com/stock/quote/DMRC
916,None,https://www.zacks.com/stock/quote/DRAD
917,None,https://www.zacks.com/stock/quote/DGLY
918,Buy,https://www.zacks.com/stock/quote/APPS
919,Neutral,https://www.zacks.com/stock/quote/DCOM
920,Buy,https://www.zacks.com/stock/quote/DIOD
921,Neutral,https://www.zacks.com/stock/quote/DISCA
922,None,https://www.zacks.com/stock/quote/DISCB
923,None,https://www.zacks.com/stock/quote/DISCK
924,Strong Buy,https://www.zacks.com/stock/quote/DISH
925,None,https://www.zacks.com/stock/quote/DVCR
926,None,https://www.zacks.com/stock/quote/SAUC
927,Neutral,https://www.zacks.com/stock/quote/DLHC
928,Buy,https://www.zacks.com/stock/quote/BOOM
929,None,https://www.zacks.com/stock/quote/DNBF
930,Neutral,https://www.zacks.com/stock/quote/DOCU
931,None,https://www.zacks.com/stock/quote/DOGZ
932,Sell,https://www.zacks.com/stock/quote/DLTR
933,None,https://www.zacks.com/stock/quote/DLPN
934,None,https://www.zacks.com/stock/quote/DLPNW
935,Neutral,https://www.zacks.com/stock/quote/DOMO
936,Sell,https://www.zacks.com/stock/quote/DGICA
937,None,https://www.zacks.com/stock/quote/DGICB
938,None,https://www.zacks.com/stock/quote/DMLP
939,Buy,https://www.zacks.com/stock/quote/DORM
940,Strong Sell,https://www.zacks.com/stock/quote/DOYU
941,None,https://www.zacks.com/stock/quote/DOVA
942,None,https://www.zacks.com/stock/quote/LYL
943,Buy,https://www.zacks.com/stock/quote/DBX
944,None,https://www.zacks.com/stock/quote/DCAR
945,None,https://www.zacks.com/stock/quote/DRYS
946,Neutral,https://www.zacks.com/stock/quote/DSPG
947,Buy,https://www.zacks.com/stock/quote/DLTH
948,Neutral,https://www.zacks.com/stock/quote/DNKN
949,Neutral,https://www.zacks.com/stock/quote/DRRX
950,Neutral,https://www.zacks.com/stock/quote/DXPE
951,None,https://www.zacks.com/stock/quote/DYAI
952,None,https://www.zacks.com/stock/quote/DYSL
953,Sell,https://www.zacks.com/stock/quote/DYNT
954,Neutral,https://www.zacks.com/stock/quote/DVAX
955,None,https://www.zacks.com/stock/quote/ETFC
956,Buy,https://www.zacks.com/stock/quote/SSP
957,Neutral,https://www.zacks.com/stock/quote/EBMT
958,Neutral,https://www.zacks.com/stock/quote/EGBN
959,Sell,https://www.zacks.com/stock/quote/EGLE
960,None,https://www.zacks.com/stock/quote/EFBI
961,Neutral,https://www.zacks.com/stock/quote/EGRX
962,Neutral,https://www.zacks.com/stock/quote/EWBC
963,None,https://www.zacks.com/stock/quote/EML
964,Neutral,https://www.zacks.com/stock/quote/EAST
965,None,https://www.zacks.com/stock/quote/EVGBC
966,None,https://www.zacks.com/stock/quote/EVSTC
967,None,https://www.zacks.com/stock/quote/EVLMC
968,None,https://www.zacks.com/stock/quote/OKDCC
969,Sell,https://www.zacks.com/stock/quote/EBAY
970,None,https://www.zacks.com/stock/quote/EBAYL
971,None,https://www.zacks.com/stock/quote/EBIX
972,Buy,https://www.zacks.com/stock/quote/ECHO
973,Buy,https://www.zacks.com/stock/quote/SATS
974,None,https://www.zacks.com/stock/quote/EEI
975,Neutral,https://www.zacks.com/stock/quote/EDAP
976,None,https://www.zacks.com/stock/quote/EDSA
977,None,https://www.zacks.com/stock/quote/EDNT
978,Neutral,https://www.zacks.com/stock/quote/EDIT
979,None,https://www.zacks.com/stock/quote/EDTX
980,None,https://www.zacks.com/stock/quote/EDTXU
981,None,https://www.zacks.com/stock/quote/EDTXW
982,None,https://www.zacks.com/stock/quote/EDUC
983,Neutral,https://www.zacks.com/stock/quote/EGAN
984,Buy,https://www.zacks.com/stock/quote/EHTH
985,Sell,https://www.zacks.com/stock/quote/EIDX
986,Neutral,https://www.zacks.com/stock/quote/EIGR
987,Strong Sell,https://www.zacks.com/stock/quote/EKSO
988,Neutral,https://www.zacks.com/stock/quote/LOCO
989,Neutral,https://www.zacks.com/stock/quote/ESLT
990,None,https://www.zacks.com/stock/quote/ERI
991,Sell,https://www.zacks.com/stock/quote/SOLO
992,None,https://www.zacks.com/stock/quote/SOLOW
993,None,https://www.zacks.com/stock/quote/ECOR
994,Neutral,https://www.zacks.com/stock/quote/EA
995,None,https://www.zacks.com/stock/quote/ELSE
996,None,https://www.zacks.com/stock/quote/ESBK
997,Neutral,https://www.zacks.com/stock/quote/ELOX
998,None,https://www.zacks.com/stock/quote/ELTK
999,None,https://www.zacks.com/stock/quote/EMCI
1000,None,https://www.zacks.com/stock/quote/EMCF
1001,Buy,https://www.zacks.com/stock/quote/EMKR
1002,None,https://www.zacks.com/stock/quote/EMMA
1003,None,https://www.zacks.com/stock/quote/EMMAW
1004,None,https://www.zacks.com/stock/quote/EMMS
1005,None,https://www.zacks.com/stock/quote/NYNY
1006,Strong Sell,https://www.zacks.com/stock/quote/ENTA
1007,Neutral,https://www.zacks.com/stock/quote/ECPG
1008,Buy,https://www.zacks.com/stock/quote/WIRE
1009,Neutral,https://www.zacks.com/stock/quote/ENDP
1010,None,https://www.zacks.com/stock/quote/ELGX
1011,Sell,https://www.zacks.com/stock/quote/NDRA
1012,None,https://www.zacks.com/stock/quote/NDRAW
1013,Sell,https://www.zacks.com/stock/quote/EIGI
1014,Neutral,https://www.zacks.com/stock/quote/WATT
1015,Neutral,https://www.zacks.com/stock/quote/EFOI
1016,Buy,https://www.zacks.com/stock/quote/ERII
1017,None,https://www.zacks.com/stock/quote/ENG
1018,Neutral,https://www.zacks.com/stock/quote/ENLV
1019,None,https://www.zacks.com/stock/quote/ENOB
1020,Neutral,https://www.zacks.com/stock/quote/ENPH
1021,None,https://www.zacks.com/stock/quote/ESGR
1022,None,https://www.zacks.com/stock/quote/ESGRO
1023,None,https://www.zacks.com/stock/quote/ESGRP
1024,Neutral,https://www.zacks.com/stock/quote/ETTX
1025,None,https://www.zacks.com/stock/quote/ENFC
1026,Neutral,https://www.zacks.com/stock/quote/ENTG
1027,None,https://www.zacks.com/stock/quote/ENTX
1028,None,https://www.zacks.com/stock/quote/ENTXW
1029,None,https://www.zacks.com/stock/quote/EBTC
1030,Sell,https://www.zacks.com/stock/quote/EFSC
1031,None,https://www.zacks.com/stock/quote/EVSI
1032,None,https://www.zacks.com/stock/quote/EVSIW
1033,Neutral,https://www.zacks.com/stock/quote/EPZM
1034,Buy,https://www.zacks.com/stock/quote/PLUS
1035,None,https://www.zacks.com/stock/quote/EPSN
1036,Neutral,https://www.zacks.com/stock/quote/EQ
1037,Neutral,https://www.zacks.com/stock/quote/EQIX
1038,Neutral,https://www.zacks.com/stock/quote/EQBK
1039,Neutral,https://www.zacks.com/stock/quote/ERIC
1040,Neutral,https://www.zacks.com/stock/quote/ERIE
1041,Sell,https://www.zacks.com/stock/quote/ERYP
1042,Buy,https://www.zacks.com/stock/quote/ESCA
1043,Neutral,https://www.zacks.com/stock/quote/ESPR
1044,Sell,https://www.zacks.com/stock/quote/ESQ
1045,Buy,https://www.zacks.com/stock/quote/ESSA
1046,None,https://www.zacks.com/stock/quote/EPIX
1047,Neutral,https://www.zacks.com/stock/quote/ESTA
1048,None,https://www.zacks.com/stock/quote/ESTR
1049,None,https://www.zacks.com/stock/quote/ESTRW
1050,None,https://www.zacks.com/stock/quote/VBND
1051,Neutral,https://www.zacks.com/stock/quote/VUSE
1052,Sell,https://www.zacks.com/stock/quote/VIDI
